x,borough,zipcode,address,ownername,yearbuilt,style_sec,mat_prim,use_orig,lat,lon,complaints.count.freq,type,name
3848,Manhattan,10024,107 WEST 82 STREET,OWNER / AGENT,1880,Queen Anne,Brick,"Residential, multi-family",40.7841565,-73.9746415,2,Landmarks,107 WEST 82 STREET
3531,Manhattan,10024,139 WEST 78 STREET,ROBERTA P HUBER,1910,Romanesque Revival,Stone,Residential,40.781785,-73.977183,1,Landmarks,139 WEST 78 STREET
7977,Brooklyn,11238,7 CAMBRIDGE PLACE,SONYA VASSOS,1899,neo-Grec,Brownstone,Residential,40.686525,-73.963409,1,Landmarks,7 CAMBRIDGE PLACE
2054,Manhattan,10014,239 WEST 12 STREET,239 WEST LLC,1843,neo-Grec,Brick,Residential,40.737649,-74.002317,1,Landmarks,239 WEST 12 STREET
6867,Brooklyn,11215,581A 6 STREET,OWNER / AGENT,1931,Georgian,Brick,"Residential, multi-family",40.667041,-73.976598,2,Landmarks,581A 6 STREET
593,Manhattan,10013,145 GRAND STREET,"WANG & ASSOCIATES,",1915,Italianate alterations,Brick,Residential,40.720187,-73.999376,1,Landmarks,145 GRAND STREET
3655,Manhattan,10024,66 WEST 84 STREET,66 W 84 ST OWNERS COR,1900,Romanesque Revival,Brick,"Residential, multi-family",40.7848375,-73.972659,2,Landmarks,66 WEST 84 STREET
9155,Queens,11372,34-44 84 STREET,"IBANEZ, TOMAS",1935,neo-Tudor,Brick,Residential,40.752727,-73.882968,2,Landmarks,34-44 84 STREET
2438,Manhattan,10014,86 JANE STREET,86 JANE STREET LLC,1905,Italianate,Brick,Residential,40.738135,-74.00743,1,Landmarks,86 JANE STREET
6969,Brooklyn,11215,490 13 STREET,JAMES A NAJJAR,1901,French Renaissance,Not determined,Residential,40.66265,-73.979804,2,Landmarks,490 13 STREET
6097,Brooklyn,11201,94 ATLANTIC AVENUE,ATLANTIC APARTMENTS,1900,neo-Grec,Brick,Residential,40.690939,-73.996895,2,Landmarks,94 ATLANTIC AVENUE
3182,Manhattan,10023,52 WEST 70 STREET,DREYFUS 100% TREASURY,1910,neo-Grec,Brick,Residential,40.775519,-73.978373,2,Landmarks,52 WEST 70 STREET
3913,Manhattan,10024,161 WEST 88 STREET,SAMTON EMILY S.,1901,Romanesque Revival,Brownstone,Residential,40.788492,-73.972861,2,Landmarks,161 WEST 88 STREET
682,Manhattan,10013,241 CENTRE STREET,A TRENKMANN EST INC,1910,Renaissance Revival,Brick,"Industrial, factory",40.720234,-73.998167,1,Landmarks,241 CENTRE STREET
3457,Manhattan,10023,112 WEST 74 STREET,"112 WEST 74TH STREET,",1910,Romanesque Revival,Brownstone,Residential,40.778947,-73.978368,1,Landmarks,112 WEST 74 STREET
9387,Queens,11372,37-57 82 STREET,UPAM REALTY CORP,1931,neo-Georgian,Brick,Commercial,40.749388,-73.884234,4,Landmarks,37-57 82 STREET
4701,Manhattan,10128,116 EAST 91 STREET,TERRA ALTA LLC,1920,Queen Anne,Brownstone,"Residential, multi-family",40.783027,-73.954101,1,Landmarks,116 EAST 91 STREET
5274,Manhattan,10031,435 WEST 147 STREET,"CHECHAK, KATHRYN",1899,Romanesque Revival,Brick,Residential,40.825769,-73.944829,1,Landmarks,435 WEST 147 STREET
3338,Manhattan,10023,100 WEST 69 STREET,ONE NINETY REALTY COM,1910,Queen Anne,Brick,"Residential, multi-family",40.775196,-73.980424,1,Landmarks,100 WEST 69 STREET
9344,Queens,11372,35-54 88 STREET,"JARA, JOHNNY",1925,neo-Georgian,Brick,Residential,40.750936,-73.878853,1,Landmarks,35-54 88 STREET
7826,Brooklyn,11238,390 VANDERBILT AVENUE,HANNA LOFTIN,1899,neo-Grec,Brownstone,Residential,40.685585,-73.968339,1,Landmarks,390 VANDERBILT AVENUE
7004,Brooklyn,11217,531 BERGEN STREET,531 BERGEN STREET LLC,1930,Renaissance Revival,Brick,"Residential, multi-family",40.680352,-73.972642,1,Landmarks,531 BERGEN STREET
7503,Brooklyn,11216,77 HALSEY STREET,YOLANDA CLARKE,1900,Renaissance Revival,Brownstone,Residential,40.681733,-73.950537,1,Landmarks,77 HALSEY STREET
8564,Brooklyn,11225,135 MIDWOOD STREET,ROBERT A MARVIN,1905,neo-Renaissance,Brick,Residential,40.659794,-73.95588,1,Landmarks,135 MIDWOOD STREET
6681,Brooklyn,11215,117 8 AVENUE,"NOVOGRATZ , JOHN",1920,Richardsonian Romanesque,Brick,"Residential, single-family",40.672354,-73.97372,1,Landmarks,117 8 AVENUE
3179,Manhattan,10023,46 WEST 70 STREET,46 WEST 70TH STREET L,1910,neo-Grec,Brick,Residential,40.775467,-73.97825,2,Landmarks,46 WEST 70 STREET
6552,Brooklyn,11217,187 6 AVENUE,"CORDOVA-DUPREY, SOCOR",1899,Classical,Brownstone,Residential,40.676277,-73.977385,1,Landmarks,187 6 AVENUE
7766,Brooklyn,11238,29 CLIFTON PLACE,"IONE E. BROWNE, TRUST",1899,neo-Grec,Brownstone,Residential,40.687752,-73.96334,1,Landmarks,29 CLIFTON PLACE
3282,Manhattan,10023,31 WEST 74 STREET,31 WEST 74TH STREET L,1973,Northern Renaissance,Stone,Residential,40.777975,-73.976025,1,Landmarks,31 WEST 74 STREET
3624,Manhattan,10024,68 WEST 82 STREET,66-68 WEST 82ND STREE,1900,Romanesque Revival,Brownstone,Residential,40.783453,-73.973019,1,Landmarks,68 WEST 82 STREET
9388,Queens,11372,37-55 82 STREET,FAIR INTERIORS INC,1922,neo-Georgian,Brick,Commercial,40.749391,-73.884237,7,Landmarks,37-55 82 STREET
630,Manhattan,10003,80 EAST 2 STREET,"SUKKAR, NORMAN",1900,Italianate,Brick,Residential,40.724155,-73.988531,1,Landmarks,80 EAST 2 STREET
9357,Queens,11372,35-45 87 STREET,VUJNOVICH GEORGE M,1930,neo-Georgian,Red Brick,"Outbuilding, garage",40.751203,-73.879827,2,Landmarks,35-45 87 STREET
3759,Manhattan,10025,20 WEST 94 STREET,COLUMBIA GRAMMAR SCHO,1900,Romanesque Revival,Brick,Residential,40.790689,-73.96642,2,Landmarks,20 WEST 94 STREET
1781,Manhattan,10014,165 WAVERLY PLACE,WILLIAM GOTTLIEB,1915,Greek Revival,Brick,"Civic, hospital",40.7335063333333,-74.0012233333333,3,Landmarks,165 WAVERLY PLACE
4343,Manhattan,10021,45 EAST 74 STREET,GALAXY SILVER LIMITED,1910,Queen Anne (original),Brick,Residential,40.772919,-73.964026,1,Landmarks,45 EAST 74 STREET
7529,Brooklyn,11216,105 MAC DONOUGH STREET,ROBINSON VERGIE,1900,Queen Anne,Brownstone,Residential,40.681208,-73.942126,1,Landmarks,105 MAC DONOUGH STREET
7732,Brooklyn,11238,379 WASHINGTON AVENUE,MOHAWK HOUSING ASSOC,1905,Romanesque Revival,Brownstone,"Residential, multi-family",40.687497,-73.9651465,2,Landmarks,379 WASHINGTON AVENUE
8430,Brooklyn,11222,126 NOBLE STREET,"LYNCH, JAMES J",1899,Greek Revival,Wood Frame,Residential,40.728613,-73.955687,1,Landmarks,126 NOBLE STREET
4159,Manhattan,10065,27 EAST 63 STREET,"STEJENDAN REALTY, INC",1920,neo-Georgian,Brick,Residential,40.765993,-73.969326,1,Landmarks,27 EAST 63 STREET
9213,Queens,11372,34-21 84 STREET,"TSUI, CURTIS KAM-TIN",1930,neo-Georgian,Red Brick,"Outbuilding, garage",40.753122,-73.883018,2,Landmarks,34-21 84 STREET
5225,Manhattan,10031,450 WEST 145 STREET,"BATTLE ENTERPRISES, L",1926,Romanesque Revival,Brownstone,Residential,40.824815,-73.946626,2,Landmarks,450 WEST 145 STREET
3176,Manhattan,10023,40 WEST 70 STREET,LINCOLN PARK REALTYCO,1920,neo-Grec,Brick,Residential,40.775415,-73.978127,2,Landmarks,40 WEST 70 STREET
3813,Manhattan,10024,110 WEST 81 STREET,110 W 81 ST LLC,1900,Romanesque Revival,Brownstone,Residential,40.783506,-73.975171,1,Landmarks,110 WEST 81 STREET
1966,Manhattan,10014,259 WEST 4 STREET,,1905,Classical,Brick,"Residential, multi-family",40.735294,-74.003258,4,Landmarks,259 WEST 4 STREET
3466,Manhattan,10023,300 COLUMBUS AVENUE,101 W. 74TH STREET,1910,Queen Anne,Brick,"Residential, multi-family",40.778873,-73.97774,1,Landmarks,300 COLUMBUS AVENUE
5780,Brooklyn,11201,72 HENRY STREET,"ORANGE 80, LLC",1900,Colonial,Brownstone,"Mixed-use, commercial & residential",40.698654,-73.992448,1,Landmarks,72 HENRY STREET
3861,Manhattan,10024,147 WEST 85 STREET,"147 W. 85TH ST., LLC",1910,Romanesque,Brick,Residential,40.786385,-73.974025,2,Landmarks,147 WEST 85 STREET
479,Manhattan,10013,145 HUDSON STREET,,1929,Art Deco,Concrete,"Industrial, factory",40.721073,-74.008398,1,Landmarks,145 HUDSON STREET
6638,Brooklyn,11215,909 UNION STREET,"TOROMA REALTY, LLC",1920,Queen Anne,Brick,Residential,40.673734,-73.973561,1,Landmarks,909 UNION STREET
9355,Queens,11372,35-51 87 STREET,"MINCHALA, SEGUNDO MAN",1930,neo-Georgian,Red Brick,Residential,40.751124,-73.879813,4,Landmarks,35-51 87 STREET
9319,Queens,11372,35-37 86 STREET,MARC SALIH,1930,neo-Georgian,Brick,"Outbuilding, garage",40.751827,-73.880887,3,Landmarks,35-37 86 STREET
3195,Manhattan,10023,59 WEST 70 STREET,"B.I.G., LLC",1910,Queen Anne,Brick,Residential,40.775593,-73.978506,2,Landmarks,59 WEST 70 STREET
6864,Brooklyn,11215,579 6 STREET,WEINER MORTON,1910,Georgian,Brick,"Residential, multi-family",40.66706,-73.976638,1,Landmarks,579 6 STREET
660,Manhattan,10003,135 2 AVENUE,OTTENDORFER LIBRARY,1884,Queen Anne,Philadelphia Brick,"Civic, library",40.728772,-73.98756,1,Landmarks,135 2 AVENUE
7044,Brooklyn,11238,189 PROSPECT PLACE,VINCENT W ALLEN,1910,neo-Grec,Brownstone,Residential,40.677994,-73.970386,1,Landmarks,189 PROSPECT PLACE
8569,Brooklyn,11225,60 MIDWOOD STREET,"THORNHILL, CLARENCEM",1901,neo-Renaissance,Roman Brick,Residential,40.659605,-73.958655,1,Landmarks,60 MIDWOOD STREET
1130,Manhattan,10012,77 BLEECKER STREET,77 BLEECKER ST CORP,1930,Contemporary,Steel Frame,"Commercial, stores",40.72687425,-73.995565,4,Landmarks,77 BLEECKER STREET
9311,Queens,11372,35-44 87 STREET,"VASSILEV, GEORGE JR",1930,neo-Tudor,Brick,"Outbuilding, garage",40.751220000000004,-73.879852,1,Landmarks,35-44 87 STREET
6795,Brooklyn,11215,225 8 AVENUE,225-8TH AVE APT CORP,1920,Renaissance,Limestone,"Residential, multi-family",40.66984,-73.975797,1,Landmarks,225 8 AVENUE
9140,Queens,11372,34-44 83 STREET,"GUIRACOCHA, PIEDAD",1935,neo-Georgian,Red Brick,Residential,40.752563,-73.883889,3,Landmarks,34-44 83 STREET
4311,Manhattan,10021,48 EAST 73 STREET,"TOLOSA CORPORATION,NV",1899,neo-Grec (original),Flemish-Bond Brick,Residential,40.772255,-73.96446,1,Landmarks,48 EAST 73 STREET
6774,Brooklyn,11215,537 2 STREET,"JOERG, MICHELE",1901,Neoclassical,Roman Brick,Residential,40.670457999999996,-73.976677,1,Landmarks,537 2 STREET
568,Manhattan,10013,427 BROADWAY,"THE A.J.D. BUILDING,",1910,French Renaissance,Cast Iron,"Commercial, warehouse",40.7199862,-74.0015694,5,Landmarks,427 BROADWAY
5361,Bronx,10454,267 ALEXANDER AVENUE,EDWIN E FIGUEROA,1899,Constructive Expressionism,Brick,Residential,40.810503,-73.924825,1,Landmarks,267 ALEXANDER AVENUE
9258,Queens,11372,34-38 88 STREET,"GONZALEZ, JULIO",1935,neo-Georgian,Red Brick,Residential,40.753198,-73.879264,1,Landmarks,34-38 88 STREET
3783,Manhattan,10025,33 WEST 95 STREET,"TAKESHITA, MAYUMI",1901,Queen Anne,Brick,Residential,40.791449,-73.966244,1,Landmarks,33 WEST 95 STREET
3706,Manhattan,10024,40 WEST 88 STREET,MIA TERRA REALTY CORP,1900,Romanesque,Brownstone,Residential,40.787097,-73.969601,1,Landmarks,40 WEST 88 STREET
4167,Manhattan,10065,34 EAST 64 STREET,34 E 64TH ST RLTY CO,1920,Queen Anne,Stone,Residential,40.766602,-73.968878,1,Landmarks,34 EAST 64 STREET
7201,Brooklyn,11216,852 PARK PLACE,"GORDON, NEIL",1906,Renaissance Revival,Brownstone,Residential,40.673364,-73.949267,1,Landmarks,852 PARK PLACE
2908,Manhattan,10003,895 BROADWAY,895 BROADWAY OWNER LL,1915,neo-Renaissance,Limestone,"Commercial, department store",40.7388613333333,-73.989861,3,Landmarks,895 BROADWAY
9179,Queens,11372,34-36 85 STREET,"ASHAR, RACHITA S",1930,neo-Georgian,Red Brick,Residential,40.753091,-73.882087,2,Landmarks,34-36 85 STREET
3634,Manhattan,10024,11 WEST 82 STREET,MAGNONE PETER,1900,Queen Anne,Brownstone,Residential,40.782978,-73.971845,1,Landmarks,11 WEST 82 STREET
3348,Manhattan,10023,134 WEST 70 STREET,134 W 70 ST CORP,1920,Queen Anne,Brownstone,Residential,40.776483,-73.980665,2,Landmarks,134 WEST 70 STREET
8043,Brooklyn,11238,156 GATES AVENUE,SORRENTINO ALFONSO,1930,neo-Grec,Brownstone,"Mixed-use, commercial & residential",40.684976,-73.961297,1,Landmarks,156 GATES AVENUE
7764,Brooklyn,11238,37 CLIFTON PLACE,"MARTIN, TONI",1899,neo-Grec,Brownstone,Residential,40.687787,-73.963055,1,Landmarks,37 CLIFTON PLACE
8063,Brooklyn,11205,102 VANDERBILT AVENUE,102 VANDERBILT AVENUE,1905,neo-Grec,Wood,"Residential, single-family",40.694586,-73.97013,1,Landmarks,102 VANDERBILT AVENUE
3666,Manhattan,10024,28 WEST 85 STREET,ROITMAN FAMILY LIMITE,1900,Queen Anne,Brownstone,Residential,40.785009,-73.970805,1,Landmarks,28 WEST 85 STREET
4164,Manhattan,10065,46 EAST 64 STREET,"JOSIAH MACY,JR.ETC.",1900,Queen Anne,Brownstone,Residential,40.766522,-73.968686,1,Landmarks,46 EAST 64 STREET
4652,Manhattan,10128,1296 MADISON AVENUE,ELLIANA 27 E. 92 LLC,1910,Queen Anne,Brick,Residential,40.7848486666667,-73.9563436666667,3,Landmarks,1296 MADISON AVENUE
7431,Brooklyn,11233,365 DECATUR STREET,"PELATTI, GREG",1899,Italianate,Brick,Residential,40.681904,-73.929535,3,Landmarks,365 DECATUR STREET
2907,Manhattan,10003,893 BROADWAY,CHOLLA 893 LLC,2000,Modern,Cast Iron,"Mixed-use, commercial & residential",40.7387424,-73.9899928,5,Landmarks,893 BROADWAY
8201,Brooklyn,11217,69 SOUTH OXFORD STREET,ROANOKE CONDOMINIUM,1931,Byzantine,Stone,"Residential, multi-family",40.687793,-73.973735,1,Landmarks,69 SOUTH OXFORD STREET
9269,Queens,11372,34-35 87 STREET,"ROSE, CAROLINE",1935,neo-Georgian,Red Brick,"Outbuilding, garage",40.753152,-73.880181,1,Landmarks,34-35 87 STREET
6691,Brooklyn,11215,928 PRESIDENT STREET,"928 PRESIDENT STREET,",1920,neo-Grec,Brownstone,Residential,40.672299,-73.97199,2,Landmarks,928 PRESIDENT STREET
1136,Manhattan,10012,14 WEST 4 STREET,"STRUGATZ, DONNA",1908,Italianate,Brick,"Residential, multi-family",40.7281843333333,-73.994832,3,Landmarks,14 WEST 4 STREET
9818,Queens,11363,240-02 POPLAR STREET,"FILACOURIS, ANDONIS",1920,neo-Colonial,Wood Frame,"Residential, single-family",40.768685,-73.746519,2,Landmarks,240-02 POPLAR STREET
1643,Manhattan,10014,20 CORNELIA STREET,20 PIERRE ASSOCIATES,1900,neo-Grec,Philadelphia Brick,"Residential, multi-family",40.731517,-74.001862,1,Landmarks,20 CORNELIA STREET
8148,Brooklyn,11217,7 SOUTH ELLIOTT PLACE,BRUCE HERMAN,1900,neo-Grec,Brownstone,Residential,40.689204,-73.975989,1,Landmarks,7 SOUTH ELLIOTT PLACE
7071,Brooklyn,11238,675 VANDERBILT AVENUE,VANDERBILT PARK OWNER,1910,Renaissance Revival,Iron-Spot Brick,"Residential, multi-family",40.676602,-73.969233,1,Landmarks,675 VANDERBILT AVENUE
NA.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Landmarks,NA
1665,Manhattan,10014,7 CORNELIA STREET,ASK PROPERTY HOLDINGS,1900,Spanish Revival,Brick,Residential,40.731616,-74.001634,2,Landmarks,7 CORNELIA STREET
3364,Manhattan,10023,103 WEST 70 STREET,103 WEST SEVENTIETHST,1900,Renaissance Revival,Brownstone,Residential,40.776269,-73.980109,1,Landmarks,103 WEST 70 STREET
9472,Queens,11385,817 ONDERDONK AVENUE,ONDERDONK LLC,1930,Romanesque Revival,Yellow Brick,"Residential, multi-family",40.702251,-73.904271,1,Landmarks,817 ONDERDONK AVENUE
7822,Brooklyn,11238,374 VANDERBILT AVENUE,"SCHEIDELMAN, HUDA T",1899,neo-Grec,Brownstone,Residential,40.685909,-73.968403,1,Landmarks,374 VANDERBILT AVENUE
8605,Brooklyn,11225,82 RUTLAND ROAD,NANA KOJO TUFFOUR,1910,neo-Renaissance,Roman Brick,Residential,40.658924,-73.958086,1,Landmarks,82 RUTLAND ROAD
1642,Manhattan,10014,20 CORNELIA STREET,20 PIERRE ASSOCIATES,1900,neo-Grec,Philadelphia Brick,"Residential, multi-family",40.731517,-74.001862,1,Landmarks,20 CORNELIA STREET
4587,Manhattan,10075,22 EAST 80 STREET,KAR FIFTH CORP,1920,Queen Anne,Brownstone,"Residential, single-family",40.777255,-73.962247,1,Landmarks,22 EAST 80 STREET
2001,Manhattan,10014,16 BANK STREET,WAVERLY DEVELOPMENTAS,1915,Gothic Revival,Brick,Residential,40.737026,-74.002371,2,Landmarks,16 BANK STREET
7791,Brooklyn,11238,221 GREENE AVENUE,"YAGEL, G. THOMAS JR.",1899,neo-Grec,Brownstone,Residential,40.687046,-73.963001,1,Landmarks,221 GREENE AVENUE
6938,Brooklyn,11215,590 11 STREET,"GEBALLE , RACHEL DINE",1899,Romanesque Revival,Brownstone,Residential,40.664159,-73.979433,3,Landmarks,590 11 STREET
7081,Brooklyn,11238,384 PARK PLACE,BEVERLY C REID,1900,Renaissance Revival,Brownstone,Residential,40.675917,-73.96507,1,Landmarks,384 PARK PLACE
5327,Manhattan,10032,434 WEST 162 STREET,"IRWIN, GUY L",1899,Classical,Rough-faced Stone,Residential,40.83537,-73.93892,1,Landmarks,434 WEST 162 STREET
3418,Manhattan,10023,155 WEST 72 STREET,155 W 72 ST REALTY CO,1922,neo-Romanesque,Brick,"Commercial, store and lofts",40.778042,-73.980264,1,Landmarks,155 WEST 72 STREET
6077,Brooklyn,11201,193 ATLANTIC AVENUE,MARTINEZ MANUEL,1910,Modern,Brick,"Mixed-use, commercial & residential",40.689934,-73.993217,3,Landmarks,193 ATLANTIC AVENUE
147,Manhattan,10038,150 NASSAU STREET,,1900,Renaissance Revival,Gray Granite,"Commercial, office building",40.711401,-74.006204,3,Landmarks,150 NASSAU STREET
7072,Brooklyn,11238,673 VANDERBILT AVENUE,VANDERBILT PARK OWNE,1910,Renaissance Revival,Iron-Spot Brick,"Residential, multi-family",40.676651,-73.969215,1,Landmarks,673 VANDERBILT AVENUE
7321,Brooklyn,11225,194 LEFFERTS AVENUE,ISSAC RUSSELL,1901,French Renaissance,Brick,Residential,40.662085,-73.954995,1,Landmarks,194 LEFFERTS AVENUE
9184,Queens,11372,34-44 85 STREET,"CHATURVEDI, ANKUR",1930,neo-Georgian,Red Brick,"Outbuilding, garage",40.75299,-73.882069,1,Landmarks,34-44 85 STREET
5451,Bronx,10455,762 BECK STREET,"WILLOUGHBY, AARON J",1910,Romanesque Revival (late),Roman Brick,Residential,40.816359,-73.898684,1,Landmarks,762 BECK STREET
6220,Brooklyn,11201,417 HICKS STREET,,1996,Romanesque Revival,Brick,"Residential, multi-family",40.6879773333333,-73.9990913333333,3,Landmarks,417 HICKS STREET
8396,Brooklyn,11222,100 MILTON STREET,"MAY , MARGARET T",1899,Gothic Revival,Wood Frame,Residential,40.729269,-73.956332,1,Landmarks,100 MILTON STREET
3760,Manhattan,10025,20 WEST 94 STREET,COLUMBIA GRAMMAR SCHO,1900,Romanesque Revival,Brick,Residential,40.790689,-73.96642,2,Landmarks,20 WEST 94 STREET
3806,Manhattan,10024,147 WEST 80 STREET,"147 W 80TH, LLC",1900,Romanesque Revival,Stone,Residential,40.783212,-73.976334,1,Landmarks,147 WEST 80 STREET
3239,Manhattan,10023,58 WEST 72 STREET,PARKWAY EAST PROPERTI,1920,Romanesque Revival,Brick,"Mixed-use, commercial & residential",40.777243,-73.978903,1,Landmarks,58 WEST 72 STREET
9361,Queens,11372,35-41 87 STREET,"LIU, ZHONG GUO",1930,neo-Georgian,Red Brick,"Outbuilding, garage",40.751258,-73.879838,2,Landmarks,35-41 87 STREET
6518,Brooklyn,11217,137 ST JOHNS PLACE,"ROSSIER, NICOLAS",1899,Queen Anne,Brownstone,Residential,40.676839,-73.975081,1,Landmarks,137 ST JOHNS PLACE
8340,Brooklyn,11222,149 KENT STREET,"HWH KENT, LLC",1931,Romanesque Revival (early),Brick,"Religious, sunday school, Dutch Reformed",40.730831,-73.955256,1,Landmarks,149 KENT STREET
3851,Manhattan,10024,483 AMSTERDAM AVENUE,483-85 AMSTERDAM AVEN,1900,neo-Grec,Brick,"Residential, multi-family",40.785875,-73.976326,1,Landmarks,483 AMSTERDAM AVENUE
9209,Queens,11372,34-27 84 STREET,JAMES E MINARIK,1930,neo-Georgian,Red Brick,"Outbuilding, garage",40.753013,-73.883,1,Landmarks,34-27 84 STREET
1569,Manhattan,10014,51 7 AVENUE,W & W REALTY ASSOCIAT,1926,"Arts & Crafts, altered",Brick,"Residential, multi-family",40.731418,-74.004048,3,Landmarks,51 7 AVENUE
3340,Manhattan,10023,121 WEST 69 STREET,"TOPPER, MAUREEN",1900,Romanesque Revival,Brownstone,Residential,40.775819,-73.980976,2,Landmarks,121 WEST 69 STREET
3508,Manhattan,10024,373 AMSTERDAM AVENUE,BRUSCO WEST 78TH STRE,1900,Romanesque Revival,Brick,"Residential, multi-family",40.782043,-73.97784,2,Landmarks,373 AMSTERDAM AVENUE
640,Manhattan,10003,116 2 AVENUE,116 2ND AVENUE LLC,1920,neo-Grec,Red Brick,"Residential, multi-family",40.72782,-73.987765,1,Landmarks,116 2 AVENUE
6968,Brooklyn,11215,457 13 STREET,THORNBURG  DEVIN,1901,Romanesque Revival,Not determined,Residential,40.663078,-73.980648,1,Landmarks,457 13 STREET
6624,Brooklyn,11217,43 8 AVENUE,"SABATINI, GARRY JAMES",1899,neo-Grec,Not determined,Residential,40.674335,-73.972371,1,Landmarks,43 8 AVENUE
6753,Brooklyn,11215,481 1 STREET,JOHN F KOOS,1901,French neo-Grec,Brownstone,Residential,40.671193,-73.97646,1,Landmarks,481 1 STREET
7289,Brooklyn,11225,195 LEFFERTS AVENUE,"CASTLE, JENNIFER CARO",1901,French Renaissance,Brick,"Residential, multi-family",40.662104,-73.954949,2,Landmarks,195 LEFFERTS AVENUE
8349,Brooklyn,11222,37 GREENPOINT AVENUE,NORTH BERRY CAPITAL G,1931,German Renaissance Revival,Brick,"Industrial, factory",40.729756,-73.958998,1,Landmarks,37 GREENPOINT AVENUE
3412,Manhattan,10023,112 WEST 72 STREET,OWNER / AGENT,1905,neo-Georgian,Brick,"Commercial, hotel",40.777685,-73.97947,2,Landmarks,112 WEST 72 STREET
3888,Manhattan,10024,163 WEST 87 STREET,"DAVIS, WADE C",1906,Renaissance Revival,Stone,Residential,40.78788,-73.973364,1,Landmarks,163 WEST 87 STREET
1069,Manhattan,10012,86 MAC DOUGAL STREET,"86 MACDOUGAL STREET,",1899,neo-Federal,Brick,Residential,40.728682,-74.001588,1,Landmarks,86 MAC DOUGAL STREET
7411,Brooklyn,11233,381 MAC DONOUGH STREET,WRIGHT TONI,1899,Renaissance Revival,Brownstone,"Residential, multi-family",40.682494,-73.930904,1,Landmarks,381 MAC DONOUGH STREET
5300,Manhattan,10031,844 ST NICHOLAS AVENUE,"RAHMAN, MOHAMMED Z",1800,Beaux-Arts,Brick,Residential,40.828916,-73.942127,1,Landmarks,844 ST NICHOLAS AVENUE
385,Manhattan,10013,53 NORTH MOORE STREET,ERIC GREGG,1910,neo-Renaissance,Tan Brick,"Commercial, warehouse",40.72036,-74.008525,1,Landmarks,53 NORTH MOORE STREET
9173,Queens,11372,34-20 85 STREET,GLENN C STONE,1930,neo-Georgian,Red Brick,"Outbuilding, garage",40.753292,-73.882126,1,Landmarks,34-20 85 STREET
6882,Brooklyn,11215,571 7 STREET,"SHEEHAN, MEGAN",1920,neo-Renaissance,Limestone,Residential,40.666558,-73.977348,1,Landmarks,571 7 STREET
325,Manhattan,10013,175 WEST BROADWAY,175 WEST BROADWAY REA,1915,neo-Grec,Brick,"Commercial, store and lofts",40.717879,-74.007352,1,Landmarks,175 WEST BROADWAY
7823,Brooklyn,11238,382 VANDERBILT AVENUE,"DELUCCA, ADRIAN",1899,neo-Grec,Brownstone,Residential,40.685747,-73.968371,1,Landmarks,382 VANDERBILT AVENUE
3789,Manhattan,10024,145 WEST 79 STREET,145 WEST 79TH ST OWNE,1928,Gothic,Brick,"Residential, multi-family",40.782515,-73.976796,1,Landmarks,145 WEST 79 STREET
8235,Brooklyn,11238,159 LAFAYETTE AVENUE,155-159 LAFAYETTE OWN,1920,Palladian,Brick,"Residential, multi-family",40.687573,-73.971417,1,Landmarks,159 LAFAYETTE AVENUE
3059,Manhattan,10016,152 EAST 38 STREET,"FLORES, KATHRYN",1901,Greek Revival,Brick,"Residential, single family",40.748618,-73.977194,1,Landmarks,152 EAST 38 STREET
3520,Manhattan,10024,143 WEST 78 STREET,THOMAS D STEINER,1901,Romanesque Revival,Stone,Residential,40.781818,-73.977262,1,Landmarks,143 WEST 78 STREET
3367,Manhattan,10023,106 WEST 71 STREET,BORGLUM REALTY CORP,1900,neo-Grec,Brownstone,Residential,40.776955,-73.979824,2,Landmarks,106 WEST 71 STREET
6952,Brooklyn,11215,495 12 STREET,495 RAR REALTY LLC,1920,Neoclassical,Brick,"Residential, multi-family",40.66341,-73.979584,1,Landmarks,495 12 STREET
1157,Manhattan,10012,125 MAC DOUGAL STREET,119 W. 3RD ST. REALTY,1900,Federal,Brick,Residential,40.730527,-74.000054,2,Landmarks,125 MAC DOUGAL STREET
7790,Brooklyn,11238,227 GREENE AVENUE,FRANK J LOPREST,1905,neo-Grec,Brownstone,Residential,40.687068,-73.962817,2,Landmarks,227 GREENE AVENUE
7038,Brooklyn,11238,192 ST MARKS AVENUE,FIDELIS MAXIMUS LLC,1931,Renaissance Revival,Brick,"Residential, multi-family",40.678839,-73.969993,1,Landmarks,192 ST MARKS AVENUE
9152,Queens,11372,34-32 84 STREET,SEAN M GIBNEY,1935,neo-Tudor,Brick,Residential,40.752958,-73.883011,1,Landmarks,34-32 84 STREET
7446,Brooklyn,11233,382 STUYVESANT AVENUE,JAMES C. LOMAX CONSTR,1910,Romanesque Revival,Limestone,Residential,40.681559,-73.932387,2,Landmarks,382 STUYVESANT AVENUE
1492,Manhattan,10014,420 HUDSON STREET,"ROSZAK, SARA JANE",1910,Italianate,Brick,Residential,40.730436,-74.006808,1,Landmarks,420 HUDSON STREET
388,Manhattan,10013,118 HUDSON STREET,118 & 120 HUDSON STRE,1915,Renaissance Revival,Cast Iron,"Commercial, store and lofts",40.719855,-74.00859,2,Landmarks,118 HUDSON STREET
