DBA,BORO,address,zip_code,lat,lon,categories,PHONE,INSPECTION.DATE,INSPECTION.RESULT,review_count,rating,price
KODAMA SUSHI,Manhattan,301 W 45TH ST,10036,40.75937,-73.98863,Sushi Bars,2125828065,12/18/18,A7/NC,424,3.5,$$
KOGANE,Brooklyn,76 HENRY ST,11201,40.698608,-73.992675,Ramen,7188752828,9/16/19,#NAME?,281,4,$$
KOGANE RAMEN,Manhattan,337 W 14TH ST,10014,40.74066,-74.00426,Ramen,7188752828,8/14/19,-19/C,30,4,$$
KOKO WINGS,Manhattan,248 W 106TH ST,10025,40.80096,-73.96734,Korean,2129327722,4/18/19,A13/C,276,3.5,$$
KOKU RAMEN,Manhattan,2 W 32ND ST,10001,40.74742597,-73.98621794,Japanese Curry,2126438488,9/24/19,#NAME?,556,4,$$
KOKU RAMEN,Manhattan,2 W 32ND ST,10001,40.7471962,-73.9861908,Korean,2126438488,9/24/19,#NAME?,333,4,$
KOKU RAMEN,Manhattan,2 W 32ND ST,10001,40.7472,-73.98619,Korean,2126438488,9/24/19,#NAME?,801,3.5,$$
KOKU RAMEN,Manhattan,2 W 32ND ST,10001,40.747204,-73.986198,Sports Bars,2126438488,9/24/19,#NAME?,181,3.5,$$
KOLKATA CHAI CAFE,Manhattan,199 E 3RD ST,10009,40.72283,-73.98311,Japanese,6178777353,1/1/00,#NAME?,74,5,$$$$
KOME WAZA,Manhattan,40 WATER ST,10004,40.70351,-74.01024,Japanese,6462885884,8/15/19,A12/C,152,4,$$
KONDO JAPANESE RESTAURANT,Queens,2913 BROADWAY,11106,40.76265453,-73.92650841,Japanese,3476171236,1/4/19,A9/C,152,4,$$
KONG SIHK TONG,Manhattan,65 BAYARD ST,10013,40.71542,-73.99813,Chinese,6468506150,2/20/19,A9/C,66,4,$
KOO KOO CHICKEN,Brooklyn,1698 86TH ST,11214,40.608487,-74.005194,Malaysian,7188371688,8/26/19,A10/NC,67,3.5,$$
KOPITIAM,Manhattan,151 E BROADWAY,10002,40.71387,-73.99091,Malaysian,6468947081,10/12/18,A12/C,421,4,$
KOR TOR MOR,Brooklyn,204 SMITH ST,11201,40.6846634,-73.9918633,Thai,9178682793,11/5/18,A9/C,198,4,$$
KOREAN EXPRESS,Manhattan,807 LEXINGTON AVE,10065,40.76423,-73.96654,Korean,2127550123,7/22/19,A10/C,270,3.5,$$
KOREAN HOUSE,Brooklyn,763 61ST ST,11220,40.63536,-74.01069,Korean,7185673838,11/13/18,A11/NC,68,3.5,$$
KORILLA,Brooklyn,2 METROTECH CTR,11201,40.69354149,-73.98584234,Korean,9179091297,8/28/19,#NAME?,52,3.5,$$
KOSAKA,Manhattan,220 W 13TH ST,10011,40.7381973,-74.00144499,Japanese,2127271709,4/24/19,A12/C,127,4,$$$$
KOTO,Brooklyn,263 FLATBUSH AVE,11217,40.680029,-73.974163,Sushi Bars,7182303881,1/9/19,A5/C,142,4,$$
KOTO SUSHI & STEAK,Brooklyn,552 HENRY ST,11231,40.682315,-74.000587,Japanese,7182228055,7/24/19,B21/C,55,3.5,$$
KOTOBUKI,Manhattan,56 3RD AVE,10003,40.731107,-73.98912,Japanese,2123535088,8/29/18,A10/NC,546,4,$$
KRAZY PIZZA AND WINGS,Brooklyn,956 BROADWAY,11206,40.69668,-73.93497,Chinese,7189754496,3/7/19,A12/NC,7,3,$
KRUSH,Manhattan,2 W 32ND ST,10001,40.74742597,-73.98621794,Japanese Curry,9178649456,5/3/19,A12/C,556,4,$$
KRUSH,Manhattan,2 W 32ND ST,10001,40.7471962,-73.9861908,Korean,9178649456,5/3/19,A12/C,333,4,$
KRUSH,Manhattan,2 W 32ND ST,10001,40.7472,-73.98619,Korean,9178649456,5/3/19,A12/C,801,3.5,$$
KRUSH,Manhattan,2 W 32ND ST,10001,40.747204,-73.986198,Sports Bars,9178649456,5/3/19,A12/C,181,3.5,$$
KULUSHKAT,Brooklyn,1137 WASHINGTON AVE,11225,40.66123,-73.96057,Chinese,3473782514,7/23/19,A9/NC,20,3,$
KUMA NYC,Brooklyn,1520 MYRTLE AVE,11237,40.699183,-73.91304,Poke,7183663790,5/10/19,A9/NC,30,4,$$
KUMO II,Brooklyn,512 COURT ST,11231,40.67636,-73.99908,Japanese,7182225758,7/17/19,A7/NC,72,3.5,$$
KUMO JAPANESE CUISINE,Brooklyn,1406 CORTELYOU RD,11226,40.6406909,-73.964964,Sushi Bars,7182828288,6/13/19,A10/NC,134,3,$$
KUNG FU KITCHEN,Manhattan,610 8TH AVE,10018,40.75556542,-73.99076544,Ramen,2129511935,11/30/18,A2/NC,306,3.5,$$
KUNG FU LITTLE STEAMED BUNS RAMEN,Manhattan,146 E 55TH ST,10022,40.75925147,-73.96942947,Ramen,2128048556,9/13/19,-22/C,270,3,$$
KUNG FU STEAMER,Brooklyn,6415 11TH AVE,11219,40.6287739,-74.0055561,Chinese,9173026571,8/30/19,A10/C,28,3,$$
KURANT,Manhattan,1091 2ND AVE,10022,40.759748,-73.965299,Wine Bars,6463706928,5/15/19,A10/NC,171,4,$$
KURO-OBI,Manhattan,570 LEXINGTON AVE,10022,40.7571519,-73.9726033,Asian Fusion,6468287664,7/18/19,A2/NC,125,4,$
KURO-OBI OF IPPUDO,Manhattan,230 PARK AVE,10021,40.75433766,-73.97653256,Food Stands,6467470810,8/5/19,A5/C,172,3.5,$$
KURO-OBI OF IPPUDO,Manhattan,230 PARK AVE,10169,40.754394,-73.976104,Thai,6467470810,8/5/19,A5/C,59,2.5,$$
KURO-OBI OF IPPUDO,Manhattan,230 PARK AVE,10169,40.7543721,-73.97618,Soup,6467470810,8/5/19,A5/C,36,4,$
KURO-OBI OF IPPUDO,Manhattan,230 PARK AVE,10169,40.75424603,-73.97562834,Wine Bars,6467470810,8/5/19,A5/C,134,3.5,$$
KURO-OBI OF IPPUDO,Manhattan,230 PARK AVE,10169,40.7543721,-73.9761826,Ramen,6467470810,8/5/19,A5/C,77,3,$$
KURO-OBI OF IPPUDO,Manhattan,230 PARK AVE,10169,40.754623,-73.976605,Food Court,6467470810,8/5/19,A5/C,594,4,$$
KURRY QULTURE,Queens,3605 30TH AVE,11103,40.7649112,-73.91706144,Indian,9179155744,9/5/19,Z27/NC,287,4.5,$$
KUU,Manhattan,20 JOHN ST,10038,40.7096786,-74.0089569,Thai,2125717177,7/22/19,A13/NC,342,3.5,$
KUU,Manhattan,20 JOHN ST,10038,40.7096786,-74.0089569,Ramen,2125717177,7/22/19,A13/NC,524,3.5,$$
KUZINA THE GREEK KITCHEN,Staten Island,895 HUGUENOT AVE,10312,40.532776,-74.1917571,Chinese,7182272700,4/11/19,A10/NC,24,3.5,$$
KYOTO SUSHI,Brooklyn,161 NASSAU AVE,11222,40.72507775,-73.94702194,Japanese,7183838882,7/1/19,A10/C,158,4,$$
KYOTO SUSHI V,Staten Island,418 FOREST AVE,10301,40.63074,-74.10327,Japanese,7187276665,6/26/19,A10/NC,39,3.5,$$
Keki Modern Cakes,Manhattan,315 5TH AVE,10016,40.7468603,-73.9851724,Korean,6464201581,9/11/19,#NAME?,485,4,$$
Keki Modern Cakes,Manhattan,315 5TH AVE,10016,40.7469,-73.98519,Korean,6464201581,9/11/19,#NAME?,497,3.5,$$
Keki Modern Cakes,Manhattan,315 5TH AVE,11215,40.67289,-73.98303,Tex-Mex,6464201581,9/11/19,#NAME?,90,3.5,$$
L'AILE OU LA CUISSE (L'A.O.C),Manhattan,314 BLEECKER ST,10014,40.7328715,-74.004005,French,2126759463,10/25/18,A13/C,567,3.5,$$
L'ALBERO DEI GELATI,Brooklyn,341 5TH AVE,11215,40.671932,-73.9836569,Gelato,7187882288,3/27/19,A13/NC,249,4.5,$$
L'ALBERO DEI GELATI,Brooklyn,341 5TH AVE,11215,40.67194983,-73.98377195,Italian,7187882288,3/27/19,A13/NC,25,3.5,$$
L'ATELIER DE JOEL ROBUCHON,Manhattan,85 10TH AVE,10011,40.7434156,-74.00753301,Italian,2124888885,3/22/19,A10/C,1363,4,$$$$
L'ATELIER DE JOEL ROBUCHON,Manhattan,85 10TH AVE,10011,40.743052,-74.007872,French,2124888885,3/22/19,A10/C,88,4.5,$$$$
L'ATELIER DE JOEL ROBUCHON,Manhattan,85 10TH AVE,10011,40.74303,-74.00779,French,2124888885,3/22/19,A10/C,23,4,$$$$
L'ATELIER DE JOEL ROBUCHON,Manhattan,85 10TH AVE,10011,40.74303,-74.00779,Tapas/Small Plates,2124888885,3/22/19,A10/C,456,3.5,$$$
L'EXPRESS,Manhattan,249 PARK AVE S,10003,40.73816206,-73.98764611,French,2122545858,3/26/19,A10/NC,765,3.5,$$
LA AVENIDA,Manhattan,2247 1ST AVE,10029,40.79573,-73.93596,Latin American,9172011707,3/22/19,-26/C,73,4.5,$$
LA BARCA RESTAURANT,Manhattan,3892 BROADWAY,10032,40.8375,-73.94203,Dominican,2129281090,9/16/19,#NAME?,55,4,$
LA BONNE SOUPE,Manhattan,48 W 55TH ST,10019,40.76232,-73.97702,French,2125867650,8/5/19,A11/NC,673,3.5,$$
LA CABANA SALVADORENA RESTAURANT,Manhattan,4384 BROADWAY,10040,40.854478,-73.933486,Salvadoran,2129287872,5/23/19,A9/NC,119,4,$
LA CAFETTE,Brooklyn,103 HAVEMEYER ST,11211,40.71326878,-73.9564744,Wine Bars,3473692768,6/15/19,-16/C,79,4,$$
LA CARIDAD 78 RESTAURANT,Manhattan,2199 BROADWAY,10024,40.7832742,-73.9807237,Cuban,2128742780,7/30/19,B26/C,7,3.5,$$
LA CASA DEL POLLO,Bronx,450 E 149TH ST,10455,40.81503,-73.9156,Spanish,9174189340,1/1/00,#NAME?,36,2.5,$$
LA CEMITA MEXICAN GRILL,Brooklyn,6417 20TH AVE,11204,40.61659241,-73.98539734,Mexican,7183762364,7/16/19,Z23/C,27,4,$
LA CHACRA,Brooklyn,1928 BATH AVE,11214,40.60208,-74.00299,Peruvian,7187585488,6/11/19,A12/NC,167,4,$$
LA CHULA,Manhattan,137 E 116TH ST,10029,40.79882,-73.94168,Mexican,6465903975,5/20/19,A7/NC,117,4,$$
LA CHULA TACO & CEVICHES,Manhattan,89 E 42ND ST,10017,40.752901,-73.9773022,Tacos,2125497500,9/9/19,#NAME?,68,3.5,$$
LA CIGOGNE,Brooklyn,215 UNION ST,11231,40.683501,-73.999304,French,9178655268,9/19/19,-21/C,326,4,$$
LA CONTENTA,Manhattan,102 NORFOLK ST,10002,40.71873,-73.98691,Mexican,2124324180,9/27/19,#NAME?,662,4.5,$$
LA CUEVA FONDA (store # 3),Bronx,835 E 152ND ST,10455,40.81533,-73.90412,Mexican,3475900570,2/20/19,C32/NC,11,4.5,$
LA DINASTIA,Manhattan,4059 BROADWAY,10032,40.8431911,-73.9393521,Chinese,2129286605,9/16/19,Z23/C,57,3.5,$$
LA ESQUINA,Manhattan,200 W 55TH ST,10019,40.76429869,-73.9814605,Tacos,6467073950,8/26/19,A13/C,150,3.5,$$
LA ESTRELLA DEL CASTILLO RESTAURANT,Brooklyn,948 NOSTRAND AVE,11225,40.66572571,-73.9511795,Latin American,7183633387,9/24/19,A11/NC,27,3,$
LA ESTRELLA RESTAURANT,Bronx,2104 GRAND CONCOURSE,10457,40.85424,-73.90174,Latin American,7189332815,9/28/18,A8/C,23,3.5,$$
LA FIESTA RESTAURANT,Manhattan,3789 BROADWAY,10032,40.8344,-73.94496,Mexican,2122812886,12/27/18,A11/NC,87,4,$
LA GOULUE RESTAURANT,Manhattan,29 E 61ST ST,10065,40.7648,-73.9699213,French,2125174296,4/30/19,A10/NC,62,3.5,$$$
LA IGUANA AZUL RESTAURANT,Staten Island,8 GIFFORDS LN,10308,40.55102,-74.15034,Mexican,7189484719,4/1/19,A10/C,44,4,$$
LA ISLA RESTAURANT,Brooklyn,1439 MYRTLE AVE,11237,40.699031,-73.918251,Latin American,7184170668,9/20/19,-45/C,89,4,$
LA LECHONERA RESTAURANT,Brooklyn,747 NEW LOTS AVE,11207,40.6660919,-73.8836746,Puerto Rican,7182726038,7/16/19,A10/C,8,4,$
LA LOBA CANTINA,Brooklyn,709 CHURCH AVE,11218,40.64577,-73.97288,Cocktail Bars,3472951141,2/1/19,A11/C,95,4,$$
LA LONCHERIA,Brooklyn,41 WILSON AVE,11237,40.702921,-73.929105,Mexican,2127294235,11/27/18,A2/NC,45,4.5,$$
LA LOTERIA,Manhattan,29 7TH AVE S,10014,40.73094712,-74.00411718,Italian,2128589096,8/1/19,A2/NC,432,4,$$$
LA LOTERIA,Manhattan,29 7TH AVE S,10014,40.73078655,-74.00413595,Mexican,2128589096,8/1/19,A2/NC,284,4,$$
LA LUPE,Brooklyn,9 JEFFERSON ST,11206,40.69725,-73.93517,Mexican,3477152455,6/20/19,A5/NC,145,3.5,$$
LA MASA RESTAURANT,Bronx,1000 MORRIS PARK AVE,10462,40.84807371,-73.85609213,Colombian,7188228400,1/31/19,A12/NC,356,4,$$
LA MERCERIE,Manhattan,53 HOWARD ST,10013,40.72022367,-74.00219094,Cafes,2128529097,4/8/19,A9/NC,100,3,$$
LA MESITA,Brooklyn,1513 MYRTLE AVE,11237,40.6992569,-73.9152222,Mexican,7183668700,4/10/19,A8/C,71,4,$
LA NONNA RISTORANTE BAR ENOTECA,Brooklyn,184 KENT AVE,11249,40.71846879,-73.96391855,Italian,7183021100,7/18/19,B20/C,251,4,$$
LA NUEVA VICTORIA RESTAURANT,Manhattan,2536 BROADWAY,10025,40.79372,-73.971954,Chinese,2128651810,9/16/19,A12/NC,81,3,$$
LA NUEVA WIN HING RESTAURANT,Bronx,40 E 167TH ST,10452,40.83543,-73.92115,Chinese,7189920404,9/10/19,-18/C,22,3.5,$$
LA PALAPA TACOS,Manhattan,230 PARK AVE,10021,40.75433766,-73.97653256,Food Stands,6467470815,4/4/19,A3/NC,172,3.5,$$
LA PALAPA TACOS,Manhattan,230 PARK AVE,10169,40.754394,-73.976104,Thai,6467470815,4/4/19,A3/NC,59,2.5,$$
LA PALAPA TACOS,Manhattan,230 PARK AVE,10169,40.7543721,-73.97618,Soup,6467470815,4/4/19,A3/NC,36,4,$
LA PALAPA TACOS,Manhattan,230 PARK AVE,10169,40.75424603,-73.97562834,Wine Bars,6467470815,4/4/19,A3/NC,134,3.5,$$
LA PALAPA TACOS,Manhattan,230 PARK AVE,10169,40.7543721,-73.9761826,Ramen,6467470815,4/4/19,A3/NC,77,3,$$
LA PALAPA TACOS,Manhattan,230 PARK AVE,10169,40.754623,-73.976605,Food Court,6467470815,4/4/19,A3/NC,594,4,$$
LA PALAPA TACOS GOTHAM GOTHAM WEST,Manhattan,600 11TH AVE,10036,40.76234,-73.99695,Chinese,9172737833,1/1/00,#NAME?,30,4,$$
LA PALAPA TACOS GOTHAM GOTHAM WEST,Manhattan,600 11TH AVE,10036,40.76234,-73.99695,Italian,9172737833,1/1/00,#NAME?,613,4,$$$
LA PALAPA TACOS GOTHAM GOTHAM WEST,Manhattan,600 11TH AVE,10036,40.7624395,-73.9971462,Food Court,9172737833,1/1/00,#NAME?,516,4,$$
LA PALINA RESTAURANT,Brooklyn,159 AVENUE O,11204,40.610958,-73.9788477,Italian,7182369764,5/7/19,A12/C,165,4,$$
LA PANINERIA,Manhattan,1 W 8TH ST,10011,40.73248762,-73.99675311,Italian,9172830197,11/21/18,A11/NC,181,4,$$
LA PANINERIA,Manhattan,1 W 8TH ST,10011,40.73248762,-73.99675311,Italian,9172830197,11/21/18,A11/NC,181,4,$$
LA PANINERIA,Manhattan,1 W 8TH ST,10011,40.73248762,-73.99675311,Italian,9172830197,11/21/18,A11/NC,181,4,$$
LA PANINERIA,Manhattan,1 W 8TH ST,10011,40.73248762,-73.99675311,Italian,9172830197,11/21/18,A11/NC,181,4,$$
LA PARADA RESTAURANT,Brooklyn,855 4TH AVE,11232,40.65678,-74.00156,Spanish,7183690115,9/16/19,#NAME?,22,3,$
LA PARISIENNE,Manhattan,9 MAIDEN LN,10038,40.70961,-74.0093799,Cafes,3476010297,4/9/19,A9/NC,254,4.5,$$
LA PECORA BIANCA,Manhattan,950 2ND AVE,10022,40.75495,-73.9682718,Italian,2128999996,3/22/19,A7/NC,112,3.5,$$$
LA PICCOLA CUCINA,Manhattan,964 AMSTERDAM AVE,10025,40.8015,-73.96534,Italian,2128661336,6/21/19,A11/C,102,4,$$
LA PICCOLA CUCINA,Manhattan,964 AMSTERDAM AVE,10025,40.8015,-73.96534,Mexican,2128661336,6/21/19,A11/C,56,4.5,$
LA POSADA MEXICAN FOOD,Manhattan,364 3RD AVE,10016,40.74115,-73.98189,Mexican,2122134379,9/26/19,Z31/NC,208,3.5,$
LA PUERTA ROJA RESTAURANT,Brooklyn,1120 CORTELYOU RD,11218,40.63982,-73.96716,Latin American,3472211970,12/6/18,A12/NC,44,4,$$
LA PULPERIA,Manhattan,371 W 46TH ST,10036,40.76090378,-73.99052035,Latin American,2129603176,6/28/19,B17/NC,686,4,$$$
LA SALA,Queens,3205 CRESCENT ST,11106,40.7632006,-73.9286183,Cocktail Bars,7186066121,12/19/18,A9/C,105,4.5,$$
LA SALLE DUMPLING ROOM,Manhattan,3141 BROADWAY,10027,40.81403,-73.95983,Asian Fusion,2129610300,7/30/19,-12/C,195,4,$$
LA TARTE FLAMBEE,Manhattan,153 E 33RD ST,10016,40.74549559,-73.97957612,French,9172612070,7/17/19,N51/NC,324,4.5,$$
LA TRATTORIA,Manhattan,844 2ND AVE,10017,40.75161,-73.97069,Japanese,2126825656,7/29/19,A13/NC,24,3.5,$$
LA TROPEZIENNE BAKERY,Manhattan,2131 1ST AVE,10029,40.792079,-73.938629,Bakeries,2128605324,9/5/19,-45/C,105,4.5,$
LA VELA DINING AND BAR,Manhattan,558 11TH AVE,10036,40.761082,-73.997872,Italian,2126952112,9/19/19,#NAME?,149,4,$$
LA VILLETTA,Manhattan,398 E 52ND ST,10022,40.7549171,-73.9650879,Italian,2128290003,12/5/18,A13/C,65,4,$$$
LA VILLITA RESTAURANT,Brooklyn,1249 AVENUE U,11229,40.59874,-73.95843,Mexican,7189980222,1/26/19,A13/NC,54,3.5,$
LA VRAIE RACLETTE,Manhattan,511 E 12TH ST,10009,40.7289298,-73.980601,Sandwiches,9293295758,8/30/19,-46/C,1114,4,$$
LA VUE,Brooklyn,3202 EMMONS AVE,11235,40.58395,-73.93277,Lounges,7185136004,6/12/19,A12/C,116,3.5,$$$$
LADUREE SOHO,Manhattan,398 W BROADWAY,10012,40.7243,-74.00231,French,6463927868,6/17/19,C28/C,32,3,$$
LAGMAN HOUSE,Brooklyn,2612 E 14TH ST,11235,40.58756,-73.95548,Chinese,7186482345,5/1/19,A9/NC,54,4.5,$$
LALITO,Manhattan,104 BAYARD ST,10013,40.716289,-73.99974,Mexican,6469983408,9/23/19,A10/NC,125,3.5,$$
LAMANO,Manhattan,39 CHRISTOPHER ST,10014,40.73388,-74.00158,Tapas Bars,2122433200,8/27/19,B23/NC,23,4,$$
LAMOON,Queens,8140 BROADWAY,11373,40.74289025,-73.88303401,Thai,9177451168,2/26/19,A5/NC,157,4.5,$$
LAN LARB,Manhattan,637 2ND AVE,10016,40.745373,-73.975807,Thai,2128891769,12/6/18,A12/NC,246,4,$$
LAN LARB SOHO,Manhattan,227 CENTRE ST,10013,40.7199936,-73.9985428,Thai,6468959264,8/14/19,-54/C,193,3.5,$$
LAN SHENG RESTAURANT,Manhattan,128 W 36TH ST,10018,40.75171419,-73.98836034,Szechuan,2125758899,7/30/19,A13/C,99,3.5,$$
LAN TING HOT POT BBQ,Brooklyn,705 59TH ST,11220,40.637494,-74.010961,Hot Pot,6466626014,9/26/19,-27/C,174,4.5,$$
LAO JIE HOT POT,Brooklyn,811 53RD ST,11220,40.63897093,-74.00468469,Hot Pot,7184310026,9/9/19,Z25/NC,406,4.5,$$
LAO MA SPICY,Queens,4128 MAIN ST,11355,40.757207,-73.829389,Chinese,7186612668,6/18/19,B15/C,171,4.5,$
LARINA PASTIFICIO & VINO,Brooklyn,387 MYRTLE AVE,11205,40.69336319,-73.97041321,Bars,7188520001,6/4/19,A12/C,109,4,$$
LAS DELICIAS AT CHELSEA MARKET,Manhattan,75 9TH AVE,10011,40.74227627,-74.0048001,Chinese,9173790371,1/1/00,#NAME?,3690,4,$$$
LAS DELICIAS AT CHELSEA MARKET,Manhattan,75 9TH AVE,10014,40.739143,-74.00702,Italian,9173790371,1/1/00,#NAME?,56,4,$$
LAS DELICIAS AT CHELSEA MARKET,Manhattan,75 9TH AVE,10011,40.74242509,-74.00612513,Cambodian,9173790371,1/1/00,#NAME?,306,4,$$
LAS DELICIAS AT CHELSEA MARKET,Manhattan,75 9TH AVE,10011,40.74231154,-74.00612045,French,9173790371,1/1/00,#NAME?,128,3.5,$$
LAS DELICIAS AT CHELSEA MARKET,Manhattan,75 9TH AVE,10011,40.74265894,-74.00592854,Seafood,9173790371,1/1/00,#NAME?,561,4,$$
LAS DELICIAS AT CHELSEA MARKET,Manhattan,75 9TH AVE,10011,40.74221677,-74.00608914,Wine Bars,9173790371,1/1/00,#NAME?,108,4,$$
LAS DELICIAS AT CHELSEA MARKET,Manhattan,75 9TH AVE,10011,40.74222,-74.00466,Korean,9173790371,1/1/00,#NAME?,532,3.5,$$
LAS DELICIAS AT CHELSEA MARKET,Manhattan,75 9TH AVE,10011,40.74246753,-74.00663249,Sushi Bars,9173790371,1/1/00,#NAME?,199,4.5,$$
LAS DELICIAS AT CHELSEA MARKET,Manhattan,75 9TH AVE,10011,40.7425547,-74.0060838,Tacos,9173790371,1/1/00,#NAME?,2568,4.5,$
LAS LUNITAS,Brooklyn,195 STANHOPE ST,11237,40.69980003,-73.92138809,American (New),7184839037,10/23/18,A9/NC,118,3.5,$$
LAS MARGARITAS RESTAURANT,Brooklyn,7206 3RD AVE,11209,40.6333399,-74.02719,Mexican,7182383972,11/1/18,A12/C,181,4,$$
LAS MARGARITAS SUNSET,Brooklyn,425 GRAHAM AVE,11211,40.71768055,-73.94497939,Bars,3478897885,6/11/19,A11/C,28,4,$$
LAS PALMAS RESTAURANT,Manhattan,3891 BROADWAY,10032,40.8377037,-73.9425248,Mexican,9175210349,7/5/19,A12/C,139,4,$
LASIAF TACOS & LOUNGE,Brooklyn,2368 FLATBUSH AVE,11234,40.612299,-73.925793,Halal,7182587515,8/22/19,-33/C,35,3.5,$$
LATIN BITES,Manhattan,419 E 70TH ST,10021,40.7660399,-73.95564,Latin American,2125854250,6/21/19,B25/C,73,4,$
LATIN OUT CHEESESTEAK,Manhattan,710 9TH AVE,10019,40.7625,-73.9894599,American (New),2122460867,7/10/19,A13/C,44,3.5,$
LATIN SOCIAL COCINA-BAR,Manhattan,75 MAIDEN LN,10038,40.70769,-74.00767,Cocktail Bars,6464100080,2/22/19,A12/C,31,3.5,$$
LATTE ART,Manhattan,15 STONE ST,10004,40.70421,-74.01208,Cocktail Bars,9175002309,9/24/19,-14/C,106,4,$$
LBK LA PIZZA NAPOLETANA,Brooklyn,669 UNION ST,11215,40.67741,-73.98265,Pizza,3478895309,6/20/19,#NAME?,38,4.5,$$
LE BARATIN,Manhattan,26 GREENWICH AVE,10011,40.735025,-73.999857,Cafes,2129331080,4/24/19,A12/NC,188,4,$$
LE BERNARDIN,Manhattan,155 W 51ST ST,10019,40.761557,-73.981763,French,2125541515,6/19/19,A13/NC,2355,4.5,$$$$
LE BILBOQUET,Manhattan,20 E 60TH ST,10022,40.76381,-73.97058,French,2127513036,9/17/19,A11/NC,126,3.5,$$$
LE BOTANISTE,Manhattan,833 LEXINGTON AVE,10065,40.76499863,-73.96598303,Wine Bars,3978378979,8/1/19,A7/NC,341,4.5,$$
LE COQ RICO,Manhattan,30 E 20TH ST,10003,40.7385919,-73.9888939,French,2122677426,10/10/18,A13/C,298,4,$$$
LE COUCOU,Manhattan,138 LAFAYETTE ST,10013,40.71909,-74.00013,French,2122714252,9/17/18,A11/C,440,4,$$$$
LE DISTRICT (BAR A VIN),Manhattan,225 LIBERTY ST,10281,40.71264629,-74.01601105,Chinese,2129818588,5/16/19,A11/C,129,3,$$
LE DISTRICT (BAR A VIN),Manhattan,225 LIBERTY ST,10281,40.712708,-74.015919,French,2129818588,5/16/19,A11/C,84,5,$$$$
LE DISTRICT (BAR A VIN),Manhattan,225 LIBERTY ST,10281,40.71264736,-74.01577846,French,2129818588,5/16/19,A11/C,466,3.5,$$
LE DISTRICT (BAR A VIN),Manhattan,225 LIBERTY ST,10281,40.712455,-74.015304,French,2129818588,5/16/19,A11/C,247,3,$$$
LE DISTRICT (BAR A VIN),Manhattan,225 LIBERTY ST,10281,40.712338,-74.01588,French,2129818588,5/16/19,A11/C,362,4,$$
LE DISTRICT (BAR A VIN),Manhattan,225 LIBERTY ST,10286,40.712455,-74.015304,French,2129818588,5/16/19,A11/C,23,3,$$
LE DISTRICT (BAR A VIN),Manhattan,225 LIBERTY ST,10281,40.712693,-74.015839,Sushi Bars,2129818588,5/16/19,A11/C,125,3.5,$$
LE DISTRICT ICE CREAM,Manhattan,225 LIBERTY ST,10281,40.71264629,-74.01601105,Chinese,2129818588,9/6/19,A2/NC,129,3,$$
LE DISTRICT ICE CREAM,Manhattan,225 LIBERTY ST,10281,40.712708,-74.015919,French,2129818588,9/6/19,A2/NC,84,5,$$$$
LE DISTRICT ICE CREAM,Manhattan,225 LIBERTY ST,10281,40.71264736,-74.01577846,French,2129818588,9/6/19,A2/NC,466,3.5,$$
LE DISTRICT ICE CREAM,Manhattan,225 LIBERTY ST,10281,40.712455,-74.015304,French,2129818588,9/6/19,A2/NC,247,3,$$$
LE DISTRICT ICE CREAM,Manhattan,225 LIBERTY ST,10281,40.712338,-74.01588,French,2129818588,9/6/19,A2/NC,362,4,$$
LE DISTRICT ICE CREAM,Manhattan,225 LIBERTY ST,10286,40.712455,-74.015304,French,2129818588,9/6/19,A2/NC,23,3,$$
LE DISTRICT ICE CREAM,Manhattan,225 LIBERTY ST,10281,40.712693,-74.015839,Sushi Bars,2129818588,9/6/19,A2/NC,125,3.5,$$
LE FANFARE,Brooklyn,1103 MANHATTAN AVE,11222,40.736202,-73.955558,Italian,6462343293,8/15/19,A9/NC,142,4,$$
LE FATIMA BAR & GRILL,Brooklyn,1474 BROADWAY,11221,40.68728666,-73.91856865,Spanish,7189750785,6/13/19,A3/NC,1,5,$
LE FRENCH TART,Brooklyn,579 5TH AVE,11215,40.66475,-73.98981,French,9292763035,5/22/19,A11/NC,91,4,$
LE GARAGE,Brooklyn,159 CENTRAL AVE,11221,40.69924,-73.926797,Bars,9175738257,2/28/19,A9/C,165,4,$$
LE GIGOT,Manhattan,18 CORNELIA ST,10014,40.7314099,-74.00197,French,2126273737,5/15/19,A10/C,190,4,$$$
LE GIGOT,Manhattan,18 CORNELIA ST,10014,40.7314099,-74.00197,Seafood,2126273737,5/15/19,A10/C,797,4,$$$
LE PIF CHELSEA,Manhattan,465 W 23RD ST,10011,40.7476868,-74.0037054,Wine Bars,2122291700,11/7/18,A9/NC,151,4.5,$$
LE PRIVE,Manhattan,626 10TH AVE,10036,40.76108,-73.99419,French,2128372795,8/15/19,A12/NC,63,4.5,$$
LE SIA,Manhattan,11 E 7TH ST,10003,40.728886,-73.989841,Cajun/Creole,9173761285,6/13/19,-22/C,168,4,$$
LE SONG,Manhattan,75 9TH AVE,10011,40.74227627,-74.0048001,Chinese,2062250663,9/17/19,-107/C,3690,4,$$$
LE SONG,Manhattan,75 9TH AVE,10014,40.739143,-74.00702,Italian,2062250663,9/17/19,-107/C,56,4,$$
LE SONG,Manhattan,75 9TH AVE,10011,40.74242509,-74.00612513,Cambodian,2062250663,9/17/19,-107/C,306,4,$$
LE SONG,Manhattan,75 9TH AVE,10011,40.74231154,-74.00612045,French,2062250663,9/17/19,-107/C,128,3.5,$$
